File: treedb_vector_partition_bench
Build ID: 6e601df17e91fc834d40505729b45018b8011783
Type: cpu
Time: 2026-08-09 14:06:32 HST
Duration: 28.53s, Total samples = 7.44s (26.08%)
Showing nodes accounting for 5.29s, 71.10% of 7.44s total
Dropped 515 nodes (cum <= 0.04s)
Showing top 60 nodes out of 321
      flat  flat%   sum%        cum   cum%
     1.07s 14.38% 14.38%      1.14s 15.32%  github.com/snissn/gomap/TreeDB/nativewire.vectorPartitionCoordinatorCandidateRowsV1.func1 (inline)
     0.71s  9.54% 23.92%      0.71s  9.54%  internal/runtime/syscall/linux.Syscall6
     0.54s  7.26% 31.18%      0.54s  7.26%  crypto/internal/fips140/sha256.blockSHANI
     0.25s  3.36% 34.54%      1.19s 15.99%  encoding/json.structEncoder.encode
     0.25s  3.36% 37.90%      0.25s  3.36%  runtime.memmove
     0.17s  2.28% 40.19%      0.17s  2.28%  github.com/snissn/go-crc32-asm.crc32IEEEVPCLMUL512
     0.13s  1.75% 41.94%      0.16s  2.15%  bytes.(*Buffer).WriteByte
     0.13s  1.75% 43.68%      0.13s  1.75%  github.com/tphakala/simd/f32.dotProductAVX512
     0.12s  1.61% 45.30%      0.47s  6.32%  github.com/snissn/gomap/TreeDB/collections.(*columnHNSWSearchPackPreparedView).searchCosineWithContext
     0.11s  1.48% 46.77%      0.17s  2.28%  bytes.(*Buffer).WriteString
     0.11s  1.48% 48.25%      0.11s  1.48%  internal/strconv.formatBase10
     0.11s  1.48% 49.73%      0.24s  3.23%  runtime.scanObject
     0.10s  1.34% 51.08%      0.10s  1.34%  runtime.futex
     0.10s  1.34% 52.42%      0.10s  1.34%  runtime.nextFreeFast (inline)
     0.09s  1.21% 53.63%      0.09s  1.21%  bytes.(*Buffer).tryGrowByReslice (inline)
     0.07s  0.94% 54.57%      0.12s  1.61%  bytes.(*Buffer).Write
     0.07s  0.94% 55.51%      0.11s  1.48%  github.com/snissn/gomap/TreeDB/collections.(*columnHNSWSearchPackPreparedView).prepareSectionViewsWithContext
     0.07s  0.94% 56.45%      0.07s  0.94%  github.com/snissn/gomap/TreeDB/nativewire.addUint64V1 (inline)
     0.06s  0.81% 57.26%      1.22s 16.40%  encoding/json.arrayEncoder.encode
     0.06s  0.81% 58.06%      0.06s  0.81%  runtime.memclrNoHeapPointers
     0.06s  0.81% 58.87%      0.15s  2.02%  runtime.selectgo
     0.06s  0.81% 59.68%      0.07s  0.94%  runtime.step
     0.05s  0.67% 60.35%      0.05s  0.67%  runtime.(*mspan).writeHeapBitsSmall
     0.05s  0.67% 61.02%      0.05s  0.67%  runtime.madvise
     0.04s  0.54% 61.56%      0.04s  0.54%  github.com/snissn/gomap/TreeDB/internal/typedcolumn.DecodeRawUint32OffsetsListFallback
     0.04s  0.54% 62.10%      0.24s  3.23%  internal/strconv.AppendUint
     0.04s  0.54% 62.63%      0.09s  1.21%  runtime.mapaccess2_fast32
     0.04s  0.54% 63.17%      0.12s  1.61%  runtime.stealWork
     0.04s  0.54% 63.71%      0.08s  1.08%  runtime.typePointers.next
     0.03s   0.4% 64.11%      0.41s  5.51%  encoding/json.uintEncoder
     0.03s   0.4% 64.52%      0.10s  1.34%  github.com/snissn/gomap/TreeDB/collections.(*columnVectorGraphNativeSearchScratch).insertTop
     0.03s   0.4% 64.92%      0.04s  0.54%  github.com/snissn/gomap/TreeDB/collections.(*columnVectorGraphRowRefStateSource).rowRefForOrdinal
     0.03s   0.4% 65.32%      0.04s  0.54%  reflect.Value.Field
     0.03s   0.4% 65.73%      0.04s  0.54%  runtime.lock2
     0.03s   0.4% 66.13%      0.05s  0.67%  runtime.tryDeferToSpanScan
     0.02s  0.27% 66.40%      0.22s  2.96%  encoding/json.(*decodeState).object
     0.02s  0.27% 66.67%      0.04s  0.54%  encoding/json.checkValid
     0.02s  0.27% 66.94%      0.05s  0.67%  encoding/json.indirect
     0.02s  0.27% 67.20%      0.27s  3.63%  github.com/snissn/gomap/TreeDB/collections.(*columnHNSWSearchPackPreparedView).scoreAndPushFrontierVisitedTile
     0.02s  0.27% 67.47%      0.11s  1.48%  github.com/snissn/gomap/TreeDB/collections.validateMembershipsWithContextVPM
     0.02s  0.27% 67.74%      0.05s  0.67%  math.IsInf (inline)
     0.02s  0.27% 68.01%      0.04s  0.54%  runtime.(*traceMap).put
     0.02s  0.27% 68.28%      0.07s  0.94%  runtime.futexsleep
     0.02s  0.27% 68.55%      0.14s  1.88%  runtime.growslice
     0.02s  0.27% 68.82%      0.35s  4.70%  runtime.mallocgc
     0.02s  0.27% 69.09%      0.11s  1.48%  runtime.pcvalue
     0.02s  0.27% 69.35%      0.26s  3.49%  strconv.AppendUint (inline)
     0.01s  0.13% 69.49%      0.11s  1.48%  encoding/json.(*decodeState).literalStore
     0.01s  0.13% 69.62%      0.22s  2.96%  encoding/json.(*decodeState).value
     0.01s  0.13% 69.76%      0.10s  1.34%  encoding/json.floatEncoder.encode
     0.01s  0.13% 69.89%      0.10s  1.34%  github.com/hashicorp/raft-boltdb/v2.decodeMsgPack
     0.01s  0.13% 70.03%      0.06s  0.81%  github.com/hashicorp/raft.(*Raft).processLogs
     0.01s  0.13% 70.16%      0.04s  0.54%  github.com/snissn/gomap/TreeDB/collections.(*columnHNSWSearchPackPreparedView).fetchTopSearchResults
     0.01s  0.13% 70.30%      0.05s  0.67%  github.com/snissn/gomap/TreeDB/collections.canonicalizeVectorPartitionNativeResultsV1
     0.01s  0.13% 70.43%      0.14s  1.88%  github.com/snissn/gomap/TreeDB/internal/vectorops.dotFloat32IndexedScalar
